x,y
8.329826E7,0.0
8.7682376E7,0.0
9.229724E7,0.0
9.715499E7,0.0
1.0226842E8,0.0
1.0765097E8,0.0
1.1331681E8,0.0
1.19280856E8,0.0
1.255588E8,0.0
1.3216716E8,0.0
1.3912333E8,0.0
1.4644562E8,0.0
1.5415328E8,0.0
1.6226661E8,0.0
1.7080696E8,0.0
1.797968E8,0.0
1.8925979E8,0.0
1.9922083E8,0.0
2.0970614E8,0.0
2.2074331E8,0.0
2.3236139E8,0.0
2.4459094E8,0.0
2.5746416E8,0.0
2.710149E8,0.0
2.8527885E8,0.0
3.0029354E8,0.0
3.1609846E8,0.0
3.3273523E8,0.0
3.502476E8,0.0
3.686817E8,0.0
3.88086E8,0.0
4.085116E8,0.0
4.3001222E8,0.0
4.5264445E8,0.0
4.7646784E8,0.0
5.015451E8,0.0
5.279422E8,0.0
5.5572864E8,0.0
5.8497754E8,0.0
6.157658E8,0.0
6.481746E8,0.0
6.82289E8,0.0
7.18199E8,0.0
7.559989E8,0.0
7.9578835E8,0.0
8.3767194E8,0.0
8.8175994E8,0.0
9.281684E8,0.0
9.770194E8,0.0
1.0284415E9,0.0
1.08257E9,0.0
1.1395474E9,0.0
1.1995236E9,0.0
1.2626564E9,0.0
1.3291119E9,0.0
1.3990652E9,0.0
1.4727003E9,0.0
1.5502108E9,0.0
1.6318008E9,0.0
1.7176851E9,0.0
1.8080896E9,0.0
1.9032522E9,0.0
2.0034234E9,0.0
2.1088667E9,0.0
2.2198597E9,0.0
2.3366945E9,0.0
2.4596785E9,0.0
2.5891354E9,0.0
2.7254057E9,0.0
2.868848E9,0.0
3.0198403E9,0.0
3.1787791E9,0.0
3.3460833E9,0.0
3.5221932E9,0.0
3.7075717E9,0.0
3.9027072E9,0.0
4.108113E9,0.0
4.3243295E9,0.0
4.551926E9,0.0
4.791501E9,0.0
5.0436854E9,0.0
5.3091425E9,0.0
5.588571E9,0.0
5.8827064E9,0.0
6.1923226E9,0.0
6.5182346E9,0.0
6.8612997E9,0.0
7.222421E9,0.0
7.6025487E9,0.0
8.002683E9,0.0
8.4238766E9,0.0
8.867239E9,0.0
9.333936E9,0.0
9.825196E9,0.0
1.0342312E10,0.0
1.0886645E10,0.0
1.1459626E10,0.0
1.2062764E10,0.0
1.2697646E10,0.0
1.3365943E10,0.0
1.4069414E10,0.0
1.4809909E10,0.0
1.5589378E10,0.0
1.6409871E10,0.0
1.7273549E10,0.0
1.8182683E10,0.0
1.9139666E10,0.0
2.0147018E10,0.0
2.1207388E10,0.0
2.2323567E10,0.0
2.3498492E10,0.0
2.4735255E10,0.0
2.603711E10,0.0
2.7407485E10,0.0
2.8849983E10,0.0
3.0368403E10,0.0
3.196674E10,0.0
3.3649201E10,0.0
3.5420213E10,0.0
3.7284434E10,0.0
3.9246774E10,0.0
4.1312395E10,0.0
4.3486732E10,0.0
4.5775507E10,0.0
4.8184746E10,0.0
5.0720784E10,0.0
5.33903E10,0.0
5.6200315E10,0.0
5.9158225E10,0.0
6.2271816E10,0.0
6.554928E10,0.0
6.899924E10,0.0
7.263078E10,0.0
7.645345E10,0.0
8.047732E10,0.0
8.471297E10,0.0
8.917155E10,0.0
9.386479E10,0.0
9.880504E10,0.0
1.04005304E11,0.0
1.0947927E11,0.0
1.15241345E11,0.0
1.2130668E11,0.0
1.2769124E11,0.0
1.3441184E11,0.0
1.4148615E11,0.0
1.4893279E11,0.0
1.5677135E11,0.0
1.6502248E11,0.0
1.7370789E11,0.0
1.828504E11,0.0
1.924741E11,0.0
2.0260431E11,0.0
2.1326771E11,0.0
2.2449232E11,0.0
2.3630771E11,0.0
2.4874497E11,0.0
2.6183682E11,0.0
2.756177E11,0.0
2.901239E11,0.0
3.053936E11,0.0
3.2146696E11,0.0
3.383863E11,0.0
3.561961E11,0.0
3.7494325E11,0.0
3.9467713E11,0.0
4.154496E11,0.0
4.373154E11,0.0
4.60332E11,0.0
4.8456E11,0.0
5.1006318E11,0.0
5.3690863E11,0.0
5.65167E11,0.0
5.949126E11,0.0
6.262238E11,0.0
6.59183E11,0.0
6.938768E11,0.0
7.303967E11,0.0
7.688386E11,0.0
8.093038E11,0.0
8.518987E11,0.0
8.967355E11,0.0
9.439321E11,0.0
9.936128E11,0.0
1.0459082E12,0.0
1.100956E12,0.0
1.1589011E12,0.0
1.219896E12,0.0
1.2841011E12,0.0
1.3516854E12,0.0
1.4228267E12,0.0
1.4977123E12,0.0
1.9969498E12,0.0
2.6625998E12,0.0
3.5501328E12,0.0
4.7335106E12,0.0
6.3113475E12,0.0
